,fighter,height,reach,stance,dob,fighter_id
2370,Gunnar Nelson,71.0,72.0,Switch,,fd55393021a8c255
2371,Kyle Nelson,71.0,71.0,Switch,,31f8081c7600da93
2372,Lissette Neri,62.0,,,,f4db63258ecf0613
2373,Mario Neto,72.0,,Orthodox,,1209b5134401ca53
2374,Antonio Braga Neto,75.0,77.0,Orthodox,,fae67903c4fe636b
2375,Julio Cesar Neves Jr.,68.0,,,,195d0d3e14a2e256
2376,Nick Newell,70.0,,Southpaw,,f562238becb9ec50
2377,Journey Newson,65.0,67.0,Orthodox,,78f485f851891d68
2378,Jeff Newton,74.0,,Sideways,,94609dd91731d428
2379,Carlos Newton,69.0,,Orthodox,,952f6fa06f25a0ec
2380,Emanuel Newton,73.0,,,,fbbbc68d368832fa
2381,Francis Ngannou,76.0,83.0,Orthodox,,8d03ce87ca14e778
2382,Ben Nguyen,65.0,65.0,Switch,,840d2c82ea68b9aa
2383,Steven Nguyen,71.0,73.0,Switch,1993-05-19,69037fc7730e4225
2384,Alex Nicholson,76.0,77.0,Orthodox,1990-05-02,2b6d855c6e280fb1
2385,Mike Nickels,76.0,,Orthodox,,330ec26453c44a59
2386,Matheus Nicolau,66.0,66.0,Orthodox,,1a31ef98efce7a79
2387,Jaimelene Nievera,65.0,,Orthodox,,3edf45e1717fa764
2388,Khomkrit Niimi,62.0,,,,52a003d768f10d91
2389,Tom Niinimaki,69.0,69.0,Orthodox,,5fceb45939fc0c8a
2390,Ramsey Nijem,71.0,75.0,Orthodox,,22aa91e402d0fe1f
2391,Hans Nijman,72.0,,Switch,,4956f60b7fa57c1a
2392,Jack Nilson,,,,,53e533db1b8e9712
2393,Mats Nilsson,73.0,,Orthodox,,a9bcf8717dd12532
2394,Guangyou Ning,64.0,64.0,Southpaw,,2c1170b825f58e57
2395,Soichi Nishida,71.0,,Orthodox,,6810d8d2dd557cf9
2396,Yosuke Nishijima,69.0,,Orthodox,1973-05-15,5cde96e0a1a1fffe
2397,Akiyo Nishiura,68.0,,Southpaw,,6c9383ffab2725a5
2398,Anthony Njokuani,73.0,75.0,Orthodox,,6bf5a7d3e081ade2
2399,Chidi Njokuani,75.0,80.0,Orthodox,,c68c68efaa5ca6ef
2400,Derrick Noble,69.0,,Southpaw,,21321cdfba797c52
2401,Kyle Noblitt,74.0,,,,4acf03bdec2025d7
2402,Pedro Nobre,65.0,,,,e983c62faf677ab2
2403,Jacob Noe,,,,,9bff1b4c37ebbede
2404,Antonio Rodrigo Nogueira,75.0,77.0,Orthodox,,ee9d73f4fee9cbdd
2405,Rogerio Nogueira,74.0,75.0,Southpaw,,73e09f837f3b5ecc
2406,Alexandre Franca Nogueira,67.0,,Orthodox,,4c27ca8c8481f79a
2407,Talita Nogueira,70.0,,,,a3d1d060f9af97fe
2408,Kyle Noke,73.0,76.0,Southpaw,,7339d340aa2889cb
2409,Nick Nolte,72.0,,,,d665de9b4da87c22
2410,KJ Noons,70.0,70.0,Orthodox,,b7ffa72aa148599a
2411,Sage Northcutt,72.0,71.0,Orthodox,,ed9d8ee3a4239b1c
2412,Jan Nortje,73.0,,Southpaw,,bd4389b71fdc0ce2
2413,Scott Norton,70.0,,Orthodox,,f21a3d68fb9df387
2414,Jonatas Novaes,71.0,,,,9e8e5c529057fe60
2415,Jason Novelli,72.0,,Orthodox,,459e4dc69ec669b2
2416,Phillipe Nover,69.0,72.0,Orthodox,,64360e618823a8e4
2417,Shayilan Nuerdanbieke,68.0,69.0,Orthodox,1994-05-04,0a73acff6325c1e2
2418,Diego Nunes,66.0,67.0,Orthodox,,3a24769a4855040a
2419,Amanda Nunes,68.0,69.0,Orthodox,1988-05-30,80fa8218c99f9c58
2420,Nina Nunes,65.0,64.0,Orthodox,,d343df8ba11f4c4e
2421,Istela Nunes,64.0,66.0,Orthodox,,efc67b07eed39794
2422,Josiane Nunes,62.0,67.0,Southpaw,,68d35296f566792b
2423,Khabib Nurmagomedov,70.0,70.0,Orthodox,,032cc3922d871c7f
2424,Said Nurmagomedov,68.0,70.0,Orthodox,,0fd5f4b838e890cc
2425,Abubakar Nurmagomedov,71.0,72.0,Orthodox,,029e1293e609fd74
2426,Umar Nurmagomedov,68.0,,Orthodox,,2b6fc1c02736833d
2427,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b
2428,Jake O'Brien,75.0,76.0,Orthodox,,20bcc9966affb19c
2429,TJ O'Brien,74.0,,Orthodox,,d25b93992f285953
2430,Sean O'Connell,73.0,74.0,Orthodox,,cb52f9490c2dc069
2431,Dan O'Connor,64.0,,,,69ea0119f6f0dfe0
2432,Sean O'Haire,77.0,,Orthodox,,46effbd1135423c5
2433,Sean O'Malley,71.0,72.0,Switch,,b50a426a33da0012
2434,Jeremiah O'Neal,68.0,,,,338fda4ec7034c5d
2435,Chuck O'Neil,74.0,,,,56bc9ccb609df534
2436,Casey O'Neill,66.0,69.0,Orthodox,,04835018f90b118c
2437,Brendan O'Reilly,67.0,69.0,Orthodox,,494b0bfdbac74502
2438,Takahiro Oba,68.0,,Southpaw,,7139cd2ae4bf6a29
2439,Nobuhiro Obiya,68.0,,Orthodox,,6e3282d57d2467a0
2440,Christian Ocon,68.0,69.0,Orthodox,,2d6d6ffe5a446ea2
2441,Richard Odoms,77.0,,Orthodox,1975-05-08,f43907e75f8d9baa
2442,Volkan Oezdemir,74.0,75.0,Orthodox,,0845c81e37d3bcb3
2443,Naoya Ogawa,76.0,,Orthodox,,4b2390cfaceb91d8
2444,Andy Ogle,68.0,69.0,Orthodox,,b6c4451cb13c9303
2445,Michiyoshi Ohara,70.0,,Orthodox,,6a8a06b542e1516d
2446,Koji Oishi,68.0,,Orthodox,1977-05-31,01daf32100ed7517
2447,Takayuki Okada,73.0,,Orthodox,,32541eb5d12668b4
2448,Yushin Okami,74.0,75.0,Southpaw,,acff437707625fc7
2449,JJ Okanovich,71.0,76.0,Orthodox,,aa40fe6038db56cb
2450,Kazuki Okubo,71.0,,Orthodox,,33454ad90754cb49
2451,Masakatsu Okuda,,,,,02a65a55f25fb4f3
2452,Aleksei Oleinik,74.0,80.0,Orthodox,,98c23cb6da5b3352
2453,Michal Oleksiejczuk,72.0,74.0,Southpaw,,0d65c432720accb9
2454,Rafaello Oliveira,68.0,71.0,Orthodox,,15b1b21cd743d652
2455,Charles Oliveira,70.0,74.0,Orthodox,,07225ba28ae309b6
2456,Jorge Oliveira,73.0,,,,bec2746f033802c3
2457,Ednaldo Oliveira,77.0,,Orthodox,,acd9513399a8b09b
2458,Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
2459,Maria Oliveira,65.0,69.0,Orthodox,,37d752ec41ed84bb
2460,Bruno Oliveira,76.0,80.0,Orthodox,1984-05-02,1e85912c9bab7e2b
2461,Saimon Oliveira,64.0,72.0,Orthodox,,72ea1984c52019b5
2462,Wendell Oliveira Marques,70.0,,Orthodox,,32c03df3c9760069
2463,Felipe Olivieri,69.0,,Orthodox,,948880beac71f028
2464,Andy Ologun,72.0,,Orthodox,,e96d8538d3f9d0ed
2465,Shana Olsen,67.0,,,,dfbb95ca0c143988
2466,Casey Olson,67.0,,Orthodox,,7613773461b276f4
2467,Dennis Olson,72.0,,,,8e0709784259402d
2468,Cameron Olson,73.0,75.0,Orthodox,,5a9104718439ef44
2469,Gadzhi Omargadzhiev,73.0,71.0,Switch,,684d3aee255a3d09
2470,Alan Omer,70.0,,Orthodox,,f2ad06f1007c481a
2471,Daniel Omielanczuk,72.0,74.0,Southpaw,,470fedbc8563ac47
2472,Michihiro Omigawa,66.0,68.0,Orthodox,,9f842be1a5337be6
2473,David Onama,71.0,74.0,Orthodox,,ffe9703408fb5964
2474,Charlie Ontiveros,74.0,78.0,Switch,,318572f6f74b760d
2475,Chibwikem Onyenegecha,75.0,,Orthodox,,887e09328cd63df1
2476,Sam Oropeza,74.0,,,,6b8db407d49c6e4b
2477,Brian Ortega,68.0,69.0,Switch,,def8166ff24bd237
2478,Tito Ortiz,75.0,74.0,Orthodox,,2f732dd9210d301f
2479,Jorge Ortiz,72.0,,Orthodox,,9c5828c6fd9dc948
2480,Dustin Ortiz,65.0,65.0,Orthodox,,f53c1f4ceeed8c08
2481,Kenji Osawa,67.0,66.0,Orthodox,,8eb239a52fc4ec14
2482,Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121
2483,Kurt Osiander,,,,,f84dfc5a8d178403
2484,Nick Osipczak,74.0,76.0,Orthodox,,5b407acfe0ef9b76
2485,Nissen Osterneck,74.0,,Orthodox,1981-05-01,d632d156c0549e07
2486,Rachael Ostovich,63.0,62.0,Orthodox,,01784fbc27c68b14
2487,Pedro Otavio,75.0,,Orthodox,,4512e46543b960ad
2488,Alexander Otsuka,73.0,,Orthodox,,865aa315ea62c511
2489,Takafumi Otsuka,66.0,,Orthodox,,6b8f28da9a483049
2490,Zak Ottow,71.0,72.0,Orthodox,,47cd337b86b1af92
2491,Artur Oumakhanov,67.0,,Orthodox,,1ef0eae31904e534
2492,Sidney Outlaw,68.0,74.0,Orthodox,,871ce0b4a01922b6
2493,Alistair Overeem,76.0,80.0,Orthodox,1980-05-17,b4ad3a06ee4d660c
2494,Valentijn Overeem,75.0,,Orthodox,,20e403a1acfef130
2495,Craig Oxley,69.0,,,,4bb9d7a32d02a03e
2496,Shungo Oyama,71.0,,Southpaw,,47b7e4e60813b7b2
2497,Alptekin Ozkilic,65.0,65.0,Orthodox,,e18a19001a3f7c7d
2498,Raquel Pa'aluhi,67.0,,,,373be586f370d400
2499,Nick Pace,67.0,68.0,Orthodox,,8cb76103cd8a1562
2500,Larissa Pacheco,67.0,,Orthodox,,16b89be2f5c16fba
2501,Teemu Packalen,73.0,75.0,Orthodox,1987-05-22,8f4eeaf7a0df7c1a
2502,George Pacurariu,67.0,,,,c51da79b0346b5b7
2503,Cyrillo Padilha,71.0,,,,856c4d2668a875f9
2504,Gary Padilla,71.0,,,1980-05-04,01dd4cdc2446f665
2505,Fernando Padilla,73.0,,,,d2f43cfaf8ca3560
2506,Damacio Page,66.0,66.0,Orthodox,,c96e2ae6021144a1
2507,Michael Page,74.0,,,,a67d071163962af8
2508,Dustin Pague,69.0,74.0,Orthodox,,55f80a8aeffcdb33
2509,Josh Paiva,66.0,,,,1e12c1dbbb1e2dda
2510,Raulian Paiva,68.0,69.0,Orthodox,,82b4e942781b1046
2511,Dinis Paiva Jr.,69.0,71.0,Southpaw,1988-05-26,ad3a5e465c76e499
2512,Fredson Paixao,66.0,66.0,Orthodox,1979-05-13,320edfb0332b7073
2513,Jose Palacios,69.0,,Orthodox,,de20ffb3fc2e7629
2514,Ricky Palacios,66.0,,Orthodox,,797ddccda75f169f
2515,Bart Palaszewski,69.0,70.0,Orthodox,1983-05-30,4304992c2acc187b
2516,Sasha Palatnikov,73.0,72.0,Switch,,a6c20202c701e5ca
2517,Soa Palelei,76.0,81.0,Orthodox,,60029bcf496bd707
2518,Rousimar Palhares,68.0,71.0,Orthodox,,8ddf9c51c5fdea75
2519,Tulio Palhares,,,,,e8c170a64dc920ac
2520,Stephen Palling,64.0,,,,ab7c212de9f66af0
2521,Eduardo Pamplona,71.0,,,,f31c0905045fa100
2522,Alexandre Pantoja,65.0,67.0,Orthodox,,a0f0004aadf10b71
2523,Jared Papazian,68.0,67.0,Southpaw,,edad57b3dddf2168
2524,Kathryn Paprocki,63.0,63.0,Orthodox,,bd381cde8426077a
2525,Joe Pardo,73.0,,Southpaw,,74fefd43f073cd2f
2526,Bryan Pardoe,73.0,,Orthodox,,56116537d71a578c
2527,Remco Pardoel,75.0,,Southpaw,,749685d24e2cac50
2528,Ido Pariente,68.0,,Orthodox,,7573d25a078b5732
2529,Josh Parisian,76.0,79.0,Orthodox,,b5da8f7d05e85a55
2530,Karo Parisyan,70.0,72.0,Orthodox,,349aaa3da11eb587
2531,Won Sik Park,71.0,,Orthodox,,9df394db5ca103eb
2532,Junyong Park,70.0,73.0,Orthodox,,285ae0b4a68221f4
2533,Harvey Park,72.0,70.0,Orthodox,,b709b534b6873744
2534,Norman Parke,71.0,70.0,Southpaw,,14ff46596ad80609
2535,Ryan Parker,75.0,,Southpaw,,6a0b80a24f22e152
2536,Larry Parker,71.0,,Orthodox,,c0231720fe516994
2537,Tyra Parker,65.0,,Orthodox,,64be3dc99eaa42b6
2538,Willie Parks,70.0,,,,86ad0ae839331bd7
2539,Jordan Parsons,69.0,,,,8b2a18d3c6735083
2540,Preston Parsons,71.0,71.0,Orthodox,,9fe7af8b3fbe00a0
2541,Jonny Parsons,69.0,69.0,Orthodox,,2975297f505e9447
2542,Onassis Parungao,71.0,,,,96d173b7f92aa520
2543,Jhonoven Pati,73.0,75.0,Switch,,6b16024d44eb03a2
2544,Jorge Patino,68.0,,Orthodox,,c8cca8f3de5be4b4
2545,Russell Patrick,69.0,,,,eafedba0617ced81
2546,Claude Patrick,71.0,75.0,Orthodox,,56116a79e4deed06
2547,Alan Patrick,71.0,74.0,Southpaw,,cd7763bcadb5d4c8
2548,Michael Patt,72.0,,Orthodox,,83d0de122f2f9664
2549,Justin Patterson,70.0,,,,2dc7c49cfaeb867c
2550,Julio Paulino,72.0,,Orthodox,,60c72f7459827881
2551,Sergei Pavlovich,75.0,84.0,Southpaw,1992-05-13,f14cf73e51b29254
2552,Pawel Pawlak,72.0,73.0,Orthodox,,9310418684bc896f
2553,Estevan Payan,70.0,,Orthodox,,d0a5ef38a7778ac2
2554,Sarah Payant,64.0,,,,748d4e35f846a029
2555,Roland Payne,69.0,,Orthodox,,2e04a3b4a2011b97
2556,Jonathan Pearce,72.0,71.0,Switch,1992-05-01,87c0b1c696ddfb43
2557,Joe Pearson,70.0,,Orthodox,,122806b56775a53a
2558,Ross Pearson,68.0,69.0,Orthodox,,4f732e58ed907eff
2559,Andre Pederneiras,68.0,,Orthodox,,bba678d312590087
2560,Carlo Pedersoli Jr.,71.0,75.0,Southpaw,,198994b47f395af0
2561,Matt Pedro,,,,,f354c50b8d63d9b3
2562,Tyson Pedro,75.0,79.0,Orthodox,,49e96ff8ab781589
2563,Willie Peeters,69.0,,Orthodox,,e7bfdb5e0112891e
2564,Filip Pejic,68.0,,Orthodox,,38ed5a2299230227
2565,Kurt Pellegrino,68.0,70.0,Orthodox,1979-05-07,aa1952ec0b3dd8e1
2566,Yan Pellerin,71.0,,Orthodox,,bfe95ec546692b13
2567,Julianna Pena,66.0,69.0,Orthodox,,3253b16d38ae087d
2568,Luis Pena,75.0,75.0,Southpaw,,2844b047183a1adb
2569,Sherman Pendergarst,73.0,,Orthodox,,e670f8cc2969a789
2570,Drew Pendleton,,,,,34b634cb2471bdde
2571,Cathal Pendred,73.0,75.0,Orthodox,,99c7610aa74995d3
2572,BJ Penn,69.0,70.0,Orthodox,,73c7cfa551289285
2573,Jessica Penne,65.0,67.0,Orthodox,,c742287ed86a09bc
2574,Nick Penner,76.0,,Southpaw,,879b8df81523d91b
2575,Justin Pennington,64.0,,,,0699c4b2a7c3c76f
2576,Raquel Pennington,67.0,67.0,Orthodox,,fc169c387b4b465d
2577,Jerron Peoples,72.0,,,1982-05-04,a2ac473d74eb157c
2578,Godofredo Pepey,67.0,73.0,Orthodox,,fa37628269132d1a
2579,Ray Perales,70.0,,Orthodox,,9a70f67ad2187fa3
2580,Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
2581,Viviane Pereira,61.0,63.0,Orthodox,,d50382dc0565a9e1
2582,Michel Pereira,73.0,73.0,Orthodox,,595db60957de51d3
2583,Alex Pereira,76.0,79.0,Orthodox,,e5549c82bfb5582d
2584,Daniel Pereira,70.0,,,,44f46b0592ca0814
2585,Rolando Perez,68.0,,Orthodox,,4a9e305633f3ef47
2586,Philip Perez,65.0,,Southpaw,,eee8efec7b951d84
2587,Erik Perez,68.0,68.0,Orthodox,,af62f99eb7606308
2588,Alejandro Perez,66.0,65.0,Orthodox,,80daefbed11ce998
2589,Frankie Perez,71.0,73.0,Orthodox,1989-05-11,96c336b463e0662c
2590,Jose Perez,,,,,89578ae236ee04e9
2591,Alex Perez,66.0,65.0,Orthodox,,ab2b4ff41d6ebe0f
2592,Markus Perez,73.0,73.0,Orthodox,,2ac4628c08ec5125
2593,Anthony Perosh,75.0,75.0,Orthodox,,4b4753d19489297f
2594,Thiago Perpetuo,70.0,,Orthodox,,c1a5d3843596df92
2595,Hernani Perpetuo,72.0,,Orthodox,1985-05-24,575360be653ad6a6
2596,Jay Perrin,67.0,69.0,Switch,,01fed6f61ebea01f
2597,Mike Perry,70.0,71.0,Orthodox,,f2b6fdb20675b11c
2598,Raphael Pessoa,75.0,78.0,Orthodox,,41f90012b86a11bf
2599,Viktor Pesta,75.0,77.0,Orthodox,,202b0467521c9d6f
2600,Leiticia Pestova,66.0,,Orthodox,,f3743d8ef5dde970
2601,Tony Petarra,71.0,,Orthodox,,c61f66d8c3fd5f07
2602,Tommy Petersen,,,,,7aabd61419f747d1
2603,Cory Peterson,83.0,,Orthodox,,5df10509264586e5
2604,Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
2605,Andre Petroski,72.0,73.0,Switch,,5f61780fe5e9b6d0
2606,Armen Petrosyan,75.0,71.0,Orthodox,,369ea36e450ae62a
2607,Seth Petruzelli,72.0,76.0,Orthodox,,93b9496275bbbf80
2608,Peter Petties,71.0,72.0,Southpaw,,7ea5d60d2e6a8ad0
2609,Anthony Pettis,70.0,72.0,Orthodox,,cbb682f5fcc44bfc
2610,Sergio Pettis,66.0,69.0,Orthodox,,de75d1c45a39e221
2611,Forrest Petz,69.0,71.0,Orthodox,,e86bc32f5997a8f7
2612,Dino Pezao,,,Orthodox,,81b57acd6975ac06
2613,Cody Pfister,70.0,73.0,Orthodox,,5904b0b38dc6718d
2614,Nam Phan,66.0,70.0,Orthodox,,80dbeb1dd5b53e64
2615,Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
2616,Wayne Phillips,,,,,09a82bd51ff61376
2617,Dave Phillips,72.0,,Orthodox,,99020eeb8cd5689d
2618,Aaron Phillips,69.0,71.0,Southpaw,,34c2b3656f88f7ef
2619,Elizabeth Phillips,66.0,65.0,Orthodox,,dcbf01d605681ad1
2620,John Phillips,71.0,75.0,Southpaw,,e9ac7bfb65c25497
2621,Kyler Phillips,68.0,72.0,Orthodox,,60425d07ef4b91a7
2622,Nick Pica,70.0,,,,7922e8269adcc25a
2623,Adam Piccolotti,71.0,,,,fa399f7f6e17f7f5
2624,Vinc Pichel,70.0,72.0,Orthodox,,c77a953488e5607d
2625,Brad Pickett,66.0,68.0,Orthodox,,c945adc22c2bfe8f
2626,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
2627,Oskar Piechota,72.0,76.0,Southpaw,,1cf7ccf64a5bf24e
2628,Nick Piedmont,70.0,,,,df7d386a54e07446
2629,Mike Pierce,68.0,71.0,Orthodox,,236a37d96d476164
2630,Joao Pierini,73.0,,Switch,,9a967e8e43dcef63
2631,Sean Pierson,72.0,76.0,Southpaw,,0d506315895efffc
2632,Domingo Pilarte,72.0,73.0,Southpaw,,4bf6b225ff6099c4
2633,Paddy Pimblett,70.0,73.0,Orthodox,,7826923b47f8d72a
2634,Daniel Pineda,67.0,69.0,Orthodox,,361d49960a196976
2635,Jesus Pinedo,70.0,,Southpaw,,25af5e832f17b474
2636,Pingyuan Liu,66.0,72.0,Orthodox,,31bbd39c0a075d4e
2637,Luana Pinheiro,62.0,62.0,Orthodox,,a3a542074109b347
2638,Gaetano Pirrello,67.0,65.0,Orthodox,,8765559b6a29a421
2639,Maki Pitolo,70.0,75.0,Orthodox,,c549573c0df4d676
2640,Dmitry Poberezhets,75.0,,,,9756095cb76b67c3
2641,Jamal Pogues,75.0,77.0,Orthodox,,f41b9f5efc7162d6
2642,Ross Pointon,68.0,,Orthodox,,7215953cd5c6254d
2643,Dustin Poirier,69.0,72.0,Southpaw,,029eaff01e6bb8f0
2644,Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
2645,John Polakowski,70.0,,Orthodox,,b18fb36a4aa00093
2646,Julia Polastri,62.0,63.0,Orthodox,,abb68e3c7ca128f2
2647,Brandon Polcare,,,,,543cd2258f4fa339
2648,Mike Polchlopek,76.0,,Orthodox,,3bb030257966b022
2649,Santiago Ponzinibbio,72.0,73.0,Orthodox,,6d1bffff14897645
2650,Grigory Popov,67.0,68.0,Switch,,d3fa5c5955397532
2651,Alexander Poppeck,74.0,,Orthodox,,56bf3ed155bd0fcd
2652,Felipe Portela,,,,,303e017a9074f3aa
2653,Parker Porter,72.0,75.0,Orthodox,,ac40f7e3cbecdda4
2654,Ihor Potieria,75.0,75.0,Southpaw,1996-05-29,260bd4cef10b033f
2655,Callan Potter,72.0,72.0,Orthodox,,8fc9ae9c7527dfcb
2656,Dylan Potter,74.0,77.0,Switch,,61e47575b24a06bf
2657,Ruan Potts,74.0,75.0,Orthodox,,7e208569469c8bc8
2658,Devin Powell,72.0,73.0,Orthodox,,065eb44700e641a4
2659,Marcin Prachnio,75.0,74.0,Orthodox,,6370c1c1e12723d5
2660,Wagner Prado,72.0,74.0,Southpaw,,7f6ef4e1227600bc
2661,Trevor Prangley,73.0,75.0,Orthodox,,f5ff7bcdcfeba3ad
2662,Ricardo Prasel,79.0,78.0,Orthodox,,b51d0ed3782a1bf5
2663,Carlo Prater,71.0,72.0,Switch,,4f853e98886283cf
2664,Michel Prazeres,66.0,67.0,Orthodox,,e51fcd9cd84c0b93
2665,Philip Preece,68.0,,Orthodox,,6597b611f1c32555
2666,Kyle Prepolec,70.0,70.0,Southpaw,,873626e5547b5235
2667,Dorian Price,75.0,,Southpaw,,ee4b670e159f4a33
2668,Chris Price,74.0,,Southpaw,,0597a4528ebd1307
2669,Niko Price,72.0,76.0,Orthodox,,d8da10db80131bec
2670,Shane Primm,75.0,,Orthodox,,5114f1b5ad4cdf72
2671,Brent Primus,70.0,,,,46caf130099206cd
2672,Jiri Prochazka,75.0,80.0,Orthodox,,009341ed974bad72
2673,Lara Procopio,64.0,67.0,Orthodox,,e99821959a840bb8
2674,Joe Proctor,70.0,72.0,Orthodox,,a36556bb1565e32d
2675,Cole Province,69.0,68.0,Orthodox,,2a470ad41c22c25a
2676,Daniel Puder,75.0,,Orthodox,,66e0a70352fef46a
2677,Lucie Pudilova,68.0,67.0,Orthodox,,3cf66c62d9069f43
2678,Claudio Puelles,70.0,72.0,Southpaw,,d747eb273a40a920
2679,Juan Puerta,69.0,71.0,Southpaw,,fdba548aff9763d9
2680,Bubba Pugh,70.0,,,,6cf2352cdb3de59d
2681,Juan Manuel Puig,69.0,,Orthodox,,85d0fafb8b75d634
2682,Hugh Pulley,72.0,,,,308279bd246c211f
2683,Josh Pulsifer,70.0,,,,16867810070dc520
2684,Jens Pulver,67.0,70.0,Southpaw,,44260175069b6276
2685,CM Punk,73.0,73.0,Orthodox,,a8c9d16fe2a14d72
2686,Joe Pyfer,74.0,75.0,Orthodox,,c1085e1701b13eca
2687,Mike Pyle,72.0,74.0,Orthodox,,f5990c11974d8e9c
2688,Qiu Lun,68.0,66.0,Southpaw,,126bdc1710a8cbf4
2689,Bao Quach,63.0,,Orthodox,,d365ee924f5cc3fc
2690,Gary Quan,68.0,,,,f7b4cbe93f3bac06
2691,Billy Quarantillo,70.0,70.0,Orthodox,,aa171d55d4b5208f
2692,Nate Quarry,72.0,72.0,Open Stance,,52cae54377b433b7
2693,Vinicius Queiroz,79.0,,,,2a8502954f49e682
2694,Jimmy Quinlan,72.0,,Orthodox,1986-05-25,ddbe4fa2ea573393
2695,Josh Quinlan,72.0,72.0,Orthodox,,876f478f796495f7
2696,Ryan Quinn,68.0,,,,cc23ed51619421a3
2697,Michel Quinones,70.0,73.0,Orthodox,,5e84a859c6a82288
2698,Landon Quinones,69.0,,Southpaw,,267f4a6568abe245
2699,Jose Quinonez,68.0,69.0,Southpaw,,36549928f90f1d36
2700,Christian Quinonez,67.0,70.0,Orthodox,,7debc13b36343605
2701,Benji Radach,70.0,,Orthodox,,01b39decaf0abf6a
2702,Jordan Radev,67.0,,Southpaw,,45bc8f98d62bd096
2703,Gilbert Rael,68.0,,,,6cc25d19a891f435
2704,Josh Rafferty,72.0,,Orthodox,,ff2c606c8bc365e3
2705,Amir Rahnavardi,72.0,,Orthodox,,bc7f7f0ba3db74d2
2706,Ricky Rainey,73.0,77.0,Switch,,9b1e3fb4f8cbd5b7
2707,Shavkat Rakhmonov,73.0,77.0,Orthodox,,01afe0916a40c7c5
2708,Aleksandar Rakic,76.0,78.0,Orthodox,,333b9e5c723ac873
2709,Jessica Rakoczy,67.0,,Orthodox,,ffdeb4fbea09ce75
2710,Thomas Ramirez,73.0,,Sideways,,ea398c802d9998ee
2711,Hector Ramirez,72.0,,Orthodox,,d1759b2b7be9be56
2712,Matt Ramirez,65.0,,,,96c05ba5ab9eccaf
2713,Steve Ramirez,67.0,,,,4311e9d23604205c
2714,Amador Ramirez,,,,,ac31f869959860bc
2715,Andrew Ramm,73.0,,,,3b5f2faaa2f2c1f6
2716,Ian Rammel,72.0,,,,abc8e1423cf5b74e
2717,Luis Ramos,68.0,,Orthodox,,7bc475b0fc2020ab
2718,Ricardo Ramos,69.0,72.0,Orthodox,,1ae8f3c723aacff4
2719,Davi Ramos,66.0,70.0,Orthodox,,0052de90691d4a93
2720,Vernon Ramos Ho,66.0,,Orthodox,,30b577b112bef42d
2721,Kevin Randleman,70.0,,Orthodox,,6859f67468ba8489
2722,Raou Raou,68.0,,Orthodox,,ed069a95aaaf4f56
2723,Mitch Raposo,65.0,64.0,Switch,,0be6776db31d98ec
2724,Hussain Rasouli,66.0,,,,9d61d8cb1c354867
2725,David Rasouri,67.0,,,,31e1ea6fe6b682f8
2726,Ed Ratcliff,70.0,71.0,Orthodox,,8c90c1563972e44d
2727,Bec Rawlings,66.0,64.0,Orthodox,,907e60fd13407e1e
2728,Gideon Ray,70.0,,Southpaw,1973-05-27,ea3ef6206c7907d5
2729,Joe Ray,,,,,d92e6e17f637fe4d
2730,Stevie Ray,70.0,70.0,Southpaw,,31a13532e724ca2b
2731,Keenan Raymond,,,,,bdd16cd6b29cb499
2732,Iony Razafiarison,63.0,,,,a303588c33d8c5ae
2733,Abdul Razak Alhassan,70.0,73.0,Orthodox,,eae431e70064e046
2734,Antony Rea,72.0,,Orthodox,,c36e1f4fa755ffb4
2735,Rafael Rebello,65.0,67.0,Orthodox,,972197a8c61ac413
2736,Greg Rebello,72.0,73.0,Southpaw,,49d78120e0a4f607
2737,Paul Redmond,70.0,,Orthodox,,3f56b99447f00607
2738,Dennis Reed,,,Orthodox,,4a35913bd9aa4161
2739,Karl Reed,75.0,78.0,Orthodox,,11337d069261bf3a
2740,Elise Reed,63.0,63.0,Orthodox,,ac7c765882f2c68c
2741,John Reedy,68.0,,,,fb4ca5c7e4448645
2742,Johnny Rees,72.0,,Orthodox,,3ba3b5cc94498437
2743,James Reese,69.0,,,,e9ec08ebb3f92aa3
2744,Stephen Regman,71.0,76.0,Orthodox,,24d98df7556ac8af
2745,Chad Reiner,71.0,,Orthodox,,d8022d5526b1d937
2746,Jason Reinhardt,66.0,,Orthodox,,02500fb9fd79a974
2747,Wilson Reis,64.0,65.0,Southpaw,,5aedf14771ca82d2
2748,Ben Reiter,75.0,,,,ee7b7768a4e6dc45
2749,Goran Reljic,75.0,81.0,Southpaw,,132f860d02953f4c
2750,Leigh Remedios,67.0,,Orthodox,,918db42c3637916f
2751,Chance Rencountre,74.0,75.0,Southpaw,,1ddb480b601cefb1
2752,Marion Reneau,66.0,68.0,Orthodox,,c7d297714d9ab1a4
2753,Solomon Renfro,69.0,72.0,Switch,,ce6b5b93a96dd15b
