fighter,height,reach,stance,dob,fighter_id
Nobuhiro Obiya,68.0,,Orthodox,,6e3282d57d2467a0
Christian Ocon,68.0,69.0,Orthodox,,2d6d6ffe5a446ea2
Richard Odoms,77.0,,Orthodox,1975-05-08,f43907e75f8d9baa
Volkan Oezdemir,74.0,75.0,Orthodox,,0845c81e37d3bcb3
Naoya Ogawa,76.0,,Orthodox,,4b2390cfaceb91d8
Andy Ogle,68.0,69.0,Orthodox,,b6c4451cb13c9303
Michiyoshi Ohara,70.0,,Orthodox,,6a8a06b542e1516d
Koji Oishi,68.0,,Orthodox,1977-05-31,01daf32100ed7517
Takayuki Okada,73.0,,Orthodox,,32541eb5d12668b4
Yushin Okami,74.0,75.0,Southpaw,,acff437707625fc7
JJ Okanovich,71.0,76.0,Orthodox,,aa40fe6038db56cb
Kazuki Okubo,71.0,,Orthodox,,33454ad90754cb49
Masakatsu Okuda,,,,,02a65a55f25fb4f3
Aleksei Oleinik,74.0,80.0,Orthodox,,98c23cb6da5b3352
Michal Oleksiejczuk,72.0,74.0,Southpaw,,0d65c432720accb9
Rafaello Oliveira,68.0,71.0,Orthodox,,15b1b21cd743d652
Charles Oliveira,70.0,74.0,Orthodox,,07225ba28ae309b6
Jorge Oliveira,73.0,,,,bec2746f033802c3
Ednaldo Oliveira,77.0,,Orthodox,,acd9513399a8b09b
Alex Oliveira,71.0,76.0,Orthodox,,57b10fca4f9c9a7a
Maria Oliveira,65.0,69.0,Orthodox,,37d752ec41ed84bb
Bruno Oliveira,76.0,80.0,Orthodox,1984-05-02,1e85912c9bab7e2b
Saimon Oliveira,64.0,72.0,Orthodox,,72ea1984c52019b5
Wendell Oliveira Marques,70.0,,Orthodox,,32c03df3c9760069
Felipe Olivieri,69.0,,Orthodox,,948880beac71f028
Andy Ologun,72.0,,Orthodox,,e96d8538d3f9d0ed
Shana Olsen,67.0,,,,dfbb95ca0c143988
Casey Olson,67.0,,Orthodox,,7613773461b276f4
Dennis Olson,72.0,,,,8e0709784259402d
Cameron Olson,73.0,75.0,Orthodox,,5a9104718439ef44
Gadzhi Omargadzhiev,73.0,71.0,Switch,,684d3aee255a3d09
Alan Omer,70.0,,Orthodox,,f2ad06f1007c481a
Daniel Omielanczuk,72.0,74.0,Southpaw,,470fedbc8563ac47
Michihiro Omigawa,66.0,68.0,Orthodox,,9f842be1a5337be6
David Onama,71.0,74.0,Orthodox,,ffe9703408fb5964
Charlie Ontiveros,74.0,78.0,Switch,,318572f6f74b760d
Chibwikem Onyenegecha,75.0,,Orthodox,,887e09328cd63df1
Sam Oropeza,74.0,,,,6b8db407d49c6e4b
Brian Ortega,68.0,69.0,Switch,,def8166ff24bd237
Tito Ortiz,75.0,74.0,Orthodox,,2f732dd9210d301f
Jorge Ortiz,72.0,,Orthodox,,9c5828c6fd9dc948
Dustin Ortiz,65.0,65.0,Orthodox,,f53c1f4ceeed8c08
Kenji Osawa,67.0,66.0,Orthodox,,8eb239a52fc4ec14
Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121
Kurt Osiander,,,,,f84dfc5a8d178403
Nick Osipczak,74.0,76.0,Orthodox,,5b407acfe0ef9b76
Nissen Osterneck,74.0,,Orthodox,1981-05-01,d632d156c0549e07
Rachael Ostovich,63.0,62.0,Orthodox,,01784fbc27c68b14
Pedro Otavio,75.0,,Orthodox,,4512e46543b960ad
Alexander Otsuka,73.0,,Orthodox,,865aa315ea62c511
Takafumi Otsuka,66.0,,Orthodox,,6b8f28da9a483049
Zak Ottow,71.0,72.0,Orthodox,,47cd337b86b1af92
Artur Oumakhanov,67.0,,Orthodox,,1ef0eae31904e534
Sidney Outlaw,68.0,74.0,Orthodox,,871ce0b4a01922b6
Alistair Overeem,76.0,80.0,Orthodox,1980-05-17,b4ad3a06ee4d660c
Valentijn Overeem,75.0,,Orthodox,,20e403a1acfef130
Craig Oxley,69.0,,,,4bb9d7a32d02a03e
Shungo Oyama,71.0,,Southpaw,,47b7e4e60813b7b2
Alptekin Ozkilic,65.0,65.0,Orthodox,,e18a19001a3f7c7d
Raquel Pa'aluhi,67.0,,,,373be586f370d400
Nick Pace,67.0,68.0,Orthodox,,8cb76103cd8a1562
Larissa Pacheco,67.0,,Orthodox,,16b89be2f5c16fba
Teemu Packalen,73.0,75.0,Orthodox,1987-05-22,8f4eeaf7a0df7c1a
George Pacurariu,67.0,,,,c51da79b0346b5b7
Cyrillo Padilha,71.0,,,,856c4d2668a875f9
Gary Padilla,71.0,,,1980-05-04,01dd4cdc2446f665
Fernando Padilla,73.0,,,,d2f43cfaf8ca3560
Damacio Page,66.0,66.0,Orthodox,,c96e2ae6021144a1
Michael Page,74.0,,,,a67d071163962af8
Dustin Pague,69.0,74.0,Orthodox,,55f80a8aeffcdb33
Josh Paiva,66.0,,,,1e12c1dbbb1e2dda
Raulian Paiva,68.0,69.0,Orthodox,,82b4e942781b1046
Dinis Paiva Jr.,69.0,71.0,Southpaw,1988-05-26,ad3a5e465c76e499
Fredson Paixao,66.0,66.0,Orthodox,1979-05-13,320edfb0332b7073
Jose Palacios,69.0,,Orthodox,,de20ffb3fc2e7629
Ricky Palacios,66.0,,Orthodox,,797ddccda75f169f
Bart Palaszewski,69.0,70.0,Orthodox,1983-05-30,4304992c2acc187b
Sasha Palatnikov,73.0,72.0,Switch,,a6c20202c701e5ca
Soa Palelei,76.0,81.0,Orthodox,,60029bcf496bd707
Rousimar Palhares,68.0,71.0,Orthodox,,8ddf9c51c5fdea75
Tulio Palhares,,,,,e8c170a64dc920ac
Stephen Palling,64.0,,,,ab7c212de9f66af0
Eduardo Pamplona,71.0,,,,f31c0905045fa100
Alexandre Pantoja,65.0,67.0,Orthodox,,a0f0004aadf10b71
Jared Papazian,68.0,67.0,Southpaw,,edad57b3dddf2168
Kathryn Paprocki,63.0,63.0,Orthodox,,bd381cde8426077a
Joe Pardo,73.0,,Southpaw,,74fefd43f073cd2f
Bryan Pardoe,73.0,,Orthodox,,56116537d71a578c
Remco Pardoel,75.0,,Southpaw,,749685d24e2cac50
Ido Pariente,68.0,,Orthodox,,7573d25a078b5732
Josh Parisian,76.0,79.0,Orthodox,,b5da8f7d05e85a55
Karo Parisyan,70.0,72.0,Orthodox,,349aaa3da11eb587
Won Sik Park,71.0,,Orthodox,,9df394db5ca103eb
Junyong Park,70.0,73.0,Orthodox,,285ae0b4a68221f4
Harvey Park,72.0,70.0,Orthodox,,b709b534b6873744
Norman Parke,71.0,70.0,Southpaw,,14ff46596ad80609
Ryan Parker,75.0,,Southpaw,,6a0b80a24f22e152
Larry Parker,71.0,,Orthodox,,c0231720fe516994
Tyra Parker,65.0,,Orthodox,,64be3dc99eaa42b6
Willie Parks,70.0,,,,86ad0ae839331bd7
Jordan Parsons,69.0,,,,8b2a18d3c6735083
Preston Parsons,71.0,71.0,Orthodox,,9fe7af8b3fbe00a0
Jonny Parsons,69.0,69.0,Orthodox,,2975297f505e9447
Onassis Parungao,71.0,,,,96d173b7f92aa520
Jhonoven Pati,73.0,75.0,Switch,,6b16024d44eb03a2
Jorge Patino,68.0,,Orthodox,,c8cca8f3de5be4b4
Russell Patrick,69.0,,,,eafedba0617ced81
Claude Patrick,71.0,75.0,Orthodox,,56116a79e4deed06
Alan Patrick,71.0,74.0,Southpaw,,cd7763bcadb5d4c8
Michael Patt,72.0,,Orthodox,,83d0de122f2f9664
Justin Patterson,70.0,,,,2dc7c49cfaeb867c
Julio Paulino,72.0,,Orthodox,,60c72f7459827881
Sergei Pavlovich,75.0,84.0,Southpaw,1992-05-13,f14cf73e51b29254
Pawel Pawlak,72.0,73.0,Orthodox,,9310418684bc896f
Estevan Payan,70.0,,Orthodox,,d0a5ef38a7778ac2
Sarah Payant,64.0,,,,748d4e35f846a029
Roland Payne,69.0,,Orthodox,,2e04a3b4a2011b97
Jonathan Pearce,72.0,71.0,Switch,1992-05-01,87c0b1c696ddfb43
Joe Pearson,70.0,,Orthodox,,122806b56775a53a
Ross Pearson,68.0,69.0,Orthodox,,4f732e58ed907eff
Andre Pederneiras,68.0,,Orthodox,,bba678d312590087
Carlo Pedersoli Jr.,71.0,75.0,Southpaw,,198994b47f395af0
Matt Pedro,,,,,f354c50b8d63d9b3
Tyson Pedro,75.0,79.0,Orthodox,,49e96ff8ab781589
Willie Peeters,69.0,,Orthodox,,e7bfdb5e0112891e
Filip Pejic,68.0,,Orthodox,,38ed5a2299230227
Kurt Pellegrino,68.0,70.0,Orthodox,1979-05-07,aa1952ec0b3dd8e1
Yan Pellerin,71.0,,Orthodox,,bfe95ec546692b13
Julianna Pena,66.0,69.0,Orthodox,,3253b16d38ae087d
Luis Pena,75.0,75.0,Southpaw,,2844b047183a1adb
Sherman Pendergarst,73.0,,Orthodox,,e670f8cc2969a789
Drew Pendleton,,,,,34b634cb2471bdde
Cathal Pendred,73.0,75.0,Orthodox,,99c7610aa74995d3
BJ Penn,69.0,70.0,Orthodox,,73c7cfa551289285
Jessica Penne,65.0,67.0,Orthodox,,c742287ed86a09bc
Nick Penner,76.0,,Southpaw,,879b8df81523d91b
Justin Pennington,64.0,,,,0699c4b2a7c3c76f
Raquel Pennington,67.0,67.0,Orthodox,,fc169c387b4b465d
Jerron Peoples,72.0,,,1982-05-04,a2ac473d74eb157c
Godofredo Pepey,67.0,73.0,Orthodox,,fa37628269132d1a
Ray Perales,70.0,,Orthodox,,9a70f67ad2187fa3
Robert Peralta,68.0,71.0,Orthodox,,960d6cae8879ba2b
Viviane Pereira,61.0,63.0,Orthodox,,d50382dc0565a9e1
Michel Pereira,73.0,73.0,Orthodox,,595db60957de51d3
Alex Pereira,76.0,79.0,Orthodox,,e5549c82bfb5582d
Daniel Pereira,70.0,,,,44f46b0592ca0814
Rolando Perez,68.0,,Orthodox,,4a9e305633f3ef47
Philip Perez,65.0,,Southpaw,,eee8efec7b951d84
Erik Perez,68.0,68.0,Orthodox,,af62f99eb7606308
Alejandro Perez,66.0,65.0,Orthodox,,80daefbed11ce998
Frankie Perez,71.0,73.0,Orthodox,1989-05-11,96c336b463e0662c
Jose Perez,,,,,89578ae236ee04e9
Alex Perez,66.0,65.0,Orthodox,,ab2b4ff41d6ebe0f
Markus Perez,73.0,73.0,Orthodox,,2ac4628c08ec5125
Anthony Perosh,75.0,75.0,Orthodox,,4b4753d19489297f
Thiago Perpetuo,70.0,,Orthodox,,c1a5d3843596df92
Hernani Perpetuo,72.0,,Orthodox,1985-05-24,575360be653ad6a6
Jay Perrin,67.0,69.0,Switch,,01fed6f61ebea01f
Mike Perry,70.0,71.0,Orthodox,,f2b6fdb20675b11c
Raphael Pessoa,75.0,78.0,Orthodox,,41f90012b86a11bf
Viktor Pesta,75.0,77.0,Orthodox,,202b0467521c9d6f
Leiticia Pestova,66.0,,Orthodox,,f3743d8ef5dde970
Tony Petarra,71.0,,Orthodox,,c61f66d8c3fd5f07
Tommy Petersen,,,,,7aabd61419f747d1
Cory Peterson,83.0,,Orthodox,,5df10509264586e5
Steven Peterson,70.0,70.0,Orthodox,1990-05-29,b93c06d09d1c4ac0
Andre Petroski,72.0,73.0,Switch,,5f61780fe5e9b6d0
Armen Petrosyan,75.0,71.0,Orthodox,,369ea36e450ae62a
Seth Petruzelli,72.0,76.0,Orthodox,,93b9496275bbbf80
Peter Petties,71.0,72.0,Southpaw,,7ea5d60d2e6a8ad0
Anthony Pettis,70.0,72.0,Orthodox,,cbb682f5fcc44bfc
Sergio Pettis,66.0,69.0,Orthodox,,de75d1c45a39e221
Forrest Petz,69.0,71.0,Orthodox,,e86bc32f5997a8f7
Dino Pezao,,,Orthodox,,81b57acd6975ac06
Cody Pfister,70.0,73.0,Orthodox,,5904b0b38dc6718d
Nam Phan,66.0,70.0,Orthodox,,80dbeb1dd5b53e64
Constantinos Philippou,71.0,73.0,Orthodox,,05560764359161e4
Wayne Phillips,,,,,09a82bd51ff61376
Dave Phillips,72.0,,Orthodox,,99020eeb8cd5689d
Aaron Phillips,69.0,71.0,Southpaw,,34c2b3656f88f7ef
Elizabeth Phillips,66.0,65.0,Orthodox,,dcbf01d605681ad1
John Phillips,71.0,75.0,Southpaw,,e9ac7bfb65c25497
Kyler Phillips,68.0,72.0,Orthodox,,60425d07ef4b91a7
Nick Pica,70.0,,,,7922e8269adcc25a
Adam Piccolotti,71.0,,,,fa399f7f6e17f7f5
Vinc Pichel,70.0,72.0,Orthodox,,c77a953488e5607d
Brad Pickett,66.0,68.0,Orthodox,,c945adc22c2bfe8f
Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a
Oskar Piechota,72.0,76.0,Southpaw,,1cf7ccf64a5bf24e
Nick Piedmont,70.0,,,,df7d386a54e07446
Mike Pierce,68.0,71.0,Orthodox,,236a37d96d476164
Joao Pierini,73.0,,Switch,,9a967e8e43dcef63
Sean Pierson,72.0,76.0,Southpaw,,0d506315895efffc
Domingo Pilarte,72.0,73.0,Southpaw,,4bf6b225ff6099c4
Paddy Pimblett,70.0,73.0,Orthodox,,7826923b47f8d72a
Daniel Pineda,67.0,69.0,Orthodox,,361d49960a196976
Jesus Pinedo,70.0,,Southpaw,,25af5e832f17b474
Pingyuan Liu,66.0,72.0,Orthodox,,31bbd39c0a075d4e
Luana Pinheiro,62.0,62.0,Orthodox,,a3a542074109b347
Gaetano Pirrello,67.0,65.0,Orthodox,,8765559b6a29a421
Maki Pitolo,70.0,75.0,Orthodox,,c549573c0df4d676
Dmitry Poberezhets,75.0,,,,9756095cb76b67c3
Jamal Pogues,75.0,77.0,Orthodox,,f41b9f5efc7162d6
Ross Pointon,68.0,,Orthodox,,7215953cd5c6254d
Dustin Poirier,69.0,72.0,Southpaw,,029eaff01e6bb8f0
Igor Pokrajac,72.0,74.0,Orthodox,,53278852bcd91e11
John Polakowski,70.0,,Orthodox,,b18fb36a4aa00093
Julia Polastri,62.0,63.0,Orthodox,,abb68e3c7ca128f2
Brandon Polcare,,,,,543cd2258f4fa339
Mike Polchlopek,76.0,,Orthodox,,3bb030257966b022
Santiago Ponzinibbio,72.0,73.0,Orthodox,,6d1bffff14897645
Grigory Popov,67.0,68.0,Switch,,d3fa5c5955397532
Alexander Poppeck,74.0,,Orthodox,,56bf3ed155bd0fcd
Felipe Portela,,,,,303e017a9074f3aa
Parker Porter,72.0,75.0,Orthodox,,ac40f7e3cbecdda4
Ihor Potieria,75.0,75.0,Southpaw,1996-05-29,260bd4cef10b033f
Callan Potter,72.0,72.0,Orthodox,,8fc9ae9c7527dfcb
Dylan Potter,74.0,77.0,Switch,,61e47575b24a06bf
Ruan Potts,74.0,75.0,Orthodox,,7e208569469c8bc8
Devin Powell,72.0,73.0,Orthodox,,065eb44700e641a4
Marcin Prachnio,75.0,74.0,Orthodox,,6370c1c1e12723d5
Wagner Prado,72.0,74.0,Southpaw,,7f6ef4e1227600bc
Trevor Prangley,73.0,75.0,Orthodox,,f5ff7bcdcfeba3ad
Ricardo Prasel,79.0,78.0,Orthodox,,b51d0ed3782a1bf5
Carlo Prater,71.0,72.0,Switch,,4f853e98886283cf
Michel Prazeres,66.0,67.0,Orthodox,,e51fcd9cd84c0b93
Philip Preece,68.0,,Orthodox,,6597b611f1c32555
Kyle Prepolec,70.0,70.0,Southpaw,,873626e5547b5235
Dorian Price,75.0,,Southpaw,,ee4b670e159f4a33
Chris Price,74.0,,Southpaw,,0597a4528ebd1307
Niko Price,72.0,76.0,Orthodox,,d8da10db80131bec
Shane Primm,75.0,,Orthodox,,5114f1b5ad4cdf72
Brent Primus,70.0,,,,46caf130099206cd
Jiri Prochazka,75.0,80.0,Orthodox,,009341ed974bad72
Lara Procopio,64.0,67.0,Orthodox,,e99821959a840bb8
Joe Proctor,70.0,72.0,Orthodox,,a36556bb1565e32d
Cole Province,69.0,68.0,Orthodox,,2a470ad41c22c25a
Daniel Puder,75.0,,Orthodox,,66e0a70352fef46a
Lucie Pudilova,68.0,67.0,Orthodox,,3cf66c62d9069f43
Claudio Puelles,70.0,72.0,Southpaw,,d747eb273a40a920
Juan Puerta,69.0,71.0,Southpaw,,fdba548aff9763d9
Bubba Pugh,70.0,,,,6cf2352cdb3de59d
Juan Manuel Puig,69.0,,Orthodox,,85d0fafb8b75d634
Hugh Pulley,72.0,,,,308279bd246c211f
Josh Pulsifer,70.0,,,,16867810070dc520
Jens Pulver,67.0,70.0,Southpaw,,44260175069b6276
CM Punk,73.0,73.0,Orthodox,,a8c9d16fe2a14d72
Joe Pyfer,74.0,75.0,Orthodox,,c1085e1701b13eca
Mike Pyle,72.0,74.0,Orthodox,,f5990c11974d8e9c
Qiu Lun,68.0,66.0,Southpaw,,126bdc1710a8cbf4
Bao Quach,63.0,,Orthodox,,d365ee924f5cc3fc
Gary Quan,68.0,,,,f7b4cbe93f3bac06
Billy Quarantillo,70.0,70.0,Orthodox,,aa171d55d4b5208f
Nate Quarry,72.0,72.0,Open Stance,,52cae54377b433b7
Vinicius Queiroz,79.0,,,,2a8502954f49e682
Jimmy Quinlan,72.0,,Orthodox,1986-05-25,ddbe4fa2ea573393
Josh Quinlan,72.0,72.0,Orthodox,,876f478f796495f7
Ryan Quinn,68.0,,,,cc23ed51619421a3
Michel Quinones,70.0,73.0,Orthodox,,5e84a859c6a82288
Landon Quinones,69.0,,Southpaw,,267f4a6568abe245
Jose Quinonez,68.0,69.0,Southpaw,,36549928f90f1d36
Christian Quinonez,67.0,70.0,Orthodox,,7debc13b36343605
Benji Radach,70.0,,Orthodox,,01b39decaf0abf6a
Jordan Radev,67.0,,Southpaw,,45bc8f98d62bd096
Gilbert Rael,68.0,,,,6cc25d19a891f435
Josh Rafferty,72.0,,Orthodox,,ff2c606c8bc365e3
Amir Rahnavardi,72.0,,Orthodox,,bc7f7f0ba3db74d2
Ricky Rainey,73.0,77.0,Switch,,9b1e3fb4f8cbd5b7
Shavkat Rakhmonov,73.0,77.0,Orthodox,,01afe0916a40c7c5
Aleksandar Rakic,76.0,78.0,Orthodox,,333b9e5c723ac873
Jessica Rakoczy,67.0,,Orthodox,,ffdeb4fbea09ce75
Thomas Ramirez,73.0,,Sideways,,ea398c802d9998ee
Hector Ramirez,72.0,,Orthodox,,d1759b2b7be9be56
Matt Ramirez,65.0,,,,96c05ba5ab9eccaf
Steve Ramirez,67.0,,,,4311e9d23604205c
Amador Ramirez,,,,,ac31f869959860bc
Andrew Ramm,73.0,,,,3b5f2faaa2f2c1f6
Ian Rammel,72.0,,,,abc8e1423cf5b74e
Luis Ramos,68.0,,Orthodox,,7bc475b0fc2020ab
Ricardo Ramos,69.0,72.0,Orthodox,,1ae8f3c723aacff4
Davi Ramos,66.0,70.0,Orthodox,,0052de90691d4a93
Vernon Ramos Ho,66.0,,Orthodox,,30b577b112bef42d
Kevin Randleman,70.0,,Orthodox,,6859f67468ba8489
Raou Raou,68.0,,Orthodox,,ed069a95aaaf4f56
Mitch Raposo,65.0,64.0,Switch,,0be6776db31d98ec
Hussain Rasouli,66.0,,,,9d61d8cb1c354867
David Rasouri,67.0,,,,31e1ea6fe6b682f8
Ed Ratcliff,70.0,71.0,Orthodox,,8c90c1563972e44d
Bec Rawlings,66.0,64.0,Orthodox,,907e60fd13407e1e
Gideon Ray,70.0,,Southpaw,1973-05-27,ea3ef6206c7907d5
Joe Ray,,,,,d92e6e17f637fe4d
Stevie Ray,70.0,70.0,Southpaw,,31a13532e724ca2b
Keenan Raymond,,,,,bdd16cd6b29cb499
Iony Razafiarison,63.0,,,,a303588c33d8c5ae
Abdul Razak Alhassan,70.0,73.0,Orthodox,,eae431e70064e046
Antony Rea,72.0,,Orthodox,,c36e1f4fa755ffb4
Rafael Rebello,65.0,67.0,Orthodox,,972197a8c61ac413
Greg Rebello,72.0,73.0,Southpaw,,49d78120e0a4f607
Paul Redmond,70.0,,Orthodox,,3f56b99447f00607
Dennis Reed,,,Orthodox,,4a35913bd9aa4161
Karl Reed,75.0,78.0,Orthodox,,11337d069261bf3a
Elise Reed,63.0,63.0,Orthodox,,ac7c765882f2c68c
John Reedy,68.0,,,,fb4ca5c7e4448645
Johnny Rees,72.0,,Orthodox,,3ba3b5cc94498437
James Reese,69.0,,,,e9ec08ebb3f92aa3
Stephen Regman,71.0,76.0,Orthodox,,24d98df7556ac8af
Chad Reiner,71.0,,Orthodox,,d8022d5526b1d937
Jason Reinhardt,66.0,,Orthodox,,02500fb9fd79a974
Wilson Reis,64.0,65.0,Southpaw,,5aedf14771ca82d2
Ben Reiter,75.0,,,,ee7b7768a4e6dc45
Goran Reljic,75.0,81.0,Southpaw,,132f860d02953f4c
Leigh Remedios,67.0,,Orthodox,,918db42c3637916f
Chance Rencountre,74.0,75.0,Southpaw,,1ddb480b601cefb1
Marion Reneau,66.0,68.0,Orthodox,,c7d297714d9ab1a4
Solomon Renfro,69.0,72.0,Switch,,ce6b5b93a96dd15b
John Renken,72.0,,Orthodox,,1507214bbc7a79e2
Herman Renting,72.0,,Switch,,f57cf3d54a641385
Marco Polo Reyes,71.0,71.0,Orthodox,,edd02825c29028fe
Dominick Reyes,76.0,77.0,Southpaw,,2e19380f34871c6a
Alex Reyes,71.0,73.0,Orthodox,,dc07493a87dc0a6e
Kyle Reyes,68.0,,,,7333d6e0f6428acb
Victor Reyna,71.0,74.0,Southpaw,,e9bbcc6530e4cbe6
Gaston Reyno,72.0,,,,64db35f7782fe274
Johnny Rhodes,72.0,,Orthodox,,319fa1bd3176bded
Mike Rhodes,73.0,74.0,Orthodox,,b7ad576b8ae115e6
Lucrezia Ria,66.0,,Orthodox,,042cc07ad5a53a33
Amanda Ribas,63.0,66.0,Orthodox,,beecb672a279223e
Vitor Ribeiro,68.0,,Orthodox,,a757c06bbdba61d2
Will Ribeiro,68.0,,Orthodox,,8f4616698508f24d
Mike Ricci,72.0,76.0,Southpaw,,3c921b1a30fdcbdd
Alex Ricci,71.0,,Orthodox,,bf9bc96336922271
Tabatha Ricci,61.0,61.0,Orthodox,,d25240135aee03e5
Matt Ricehouse,,,,,343d57cde1a14338
John Richard,,,,1982-05-22,b3e5a460b6851080
Rex Richards,77.0,,,,ad23903ef3af7406
Mike Richman,68.0,,,,d6a740cf6e898e27
Dave Rickels,71.0,,,,98b76850b5f1e836
Brad Riddell,67.0,71.0,Orthodox,,37ed1ab2f8b819f4
Matthew Riddle,73.0,76.0,Southpaw,,d023ae89a2a4a41e
Joe Riggs,72.0,70.0,Southpaw,,d512d9f204059f57
Jeremiah Riggs,72.0,,,,f1a9ad7485e5024a
Aaron Riley,68.0,69.0,Southpaw,,f2c8ebbeafd45f2b
Jason Riley,78.0,,,,995af04c697d78b7
Moise Rimbon,70.0,,Orthodox,,9be3728f3f7badb2
Jordan Rinaldi,70.0,72.0,Orthodox,,c07efc18b231f170
Nick Ring,72.0,74.0,Southpaw,,b13da0b1a3aed3e7
Mike Rio,70.0,70.0,Orthodox,,af90b10c785ced3e
Albert Rios,68.0,,,,868a78f2e810a837
Rafael Rios,,,,,2f5754b48eab1486
Maria Rios,65.0,,,1983-05-31,9ec12134b1515f12
Shannon Ritch,69.0,,Orthodox,,1c7cce2f5c17160d
Diego Rivas,68.0,69.0,Orthodox,,09f579be4520394a
Jorge Rivera,73.0,73.0,Orthodox,,cb46dface0e28a2c
Dante Rivera,73.0,,Southpaw,,288aaa8f82040e02
Mario Rivera,70.0,,,,0f7210aa8d61af8d
Francisco Rivera,68.0,70.0,Orthodox,,7ea4a9f07df33a45
Jonathan Rivera,,,,,145df84ea4dfd904
Jimmie Rivera,64.0,68.0,Orthodox,,9c907996820d2d69
Irwin Rivera,66.0,67.0,Southpaw,,06a80a685ea98573
Jerome Rivera,70.0,72.0,Southpaw,,c9587d81e1d33925
Nicdali Rivera-Calanoc,63.0,,,,60917f79b7271d83
Pedro Rizzo,73.0,,Orthodox,1974-05-03,b44f39a5c6596953
Theo Rlayang,67.0,65.0,Orthodox,,8aabef76351401d0
Justin Robbins,65.0,,,,3b2485c8d5c8b580
Kali Robbins,63.0,63.0,Orthodox,,610caee730f9b89e
Karl Roberson,73.0,74.0,Southpaw,,37d5b176d438d2a5
Andre Roberts,74.0,,Orthodox,,a54a35a670d8e852
David Roberts,73.0,,Orthodox,,775bad6d700d2302
Joey Roberts,74.0,,,,c058823a2595ab09
Tyrone Roberts,69.0,,Orthodox,,d1e6a6536ee62517
Ryan Roberts,66.0,,Orthodox,,35dc6220b113b7ec
Taylor Roberts,71.0,,,,c5ec23983dc2d8f4
Daniel Roberts,70.0,74.0,Southpaw,,22edaf53ad59a967
Buddy Roberts,74.0,,Orthodox,,b2a2da86546ddb19
Danny Roberts,73.0,74.0,Southpaw,,a6cba6bb66c1a8c9
Roosevelt Roberts,74.0,73.0,Orthodox,,37c5366d18ed6c05
Kenny Robertson,70.0,74.0,Orthodox,,6e0273f9478be71e
Gillian Robertson,65.0,63.0,Orthodox,1995-05-17,38c7f72747f4f712
Chad Robichaux,64.0,,,,b2aa1e07b5b3306e
Mark Robinson,72.0,,Orthodox,,4604ab1de9058474
Colin Robinson,76.0,,Orthodox,,1a1a4d7a29041d77
Alvin Robinson,69.0,68.0,Southpaw,,cbe79765d44bd172
Damonte Robinson,72.0,77.0,,,2782235b078b72a7
Vagner Rocha,70.0,73.0,Orthodox,,d403b1a6f278c95e
Carlos Eduardo Rocha,70.0,73.0,Orthodox,,4f736494fc733095
Keith Rockel,72.0,,Orthodox,,c75b99887c8c3f5a
Luke Rockhold,75.0,77.0,Southpaw,,00e11b5c8b7bfeeb
Kevin Roddy,71.0,,,,1abf785143f8d5ec
Gregory Rodrigues,75.0,75.0,Orthodox,,d1c65d2cf2925ddd
Kleydson Rodrigues,66.0,67.0,Orthodox,,102a8fdf8cbf7467
Paul Rodriguez,67.0,,Orthodox,,26eddcda9d6b2ffe
Ricco Rodriguez,76.0,,Orthodox,,50cc91ce2982785d
Manuel Rodriguez,69.0,,Orthodox,,5a6e4d2f0c76a242
Yair Rodriguez,71.0,71.0,Orthodox,,cbf5e6f231b55443
Mike Rodriguez,76.0,82.0,Southpaw,,18b602842a24f7c5
Marina Rodriguez,66.0,65.0,Orthodox,,cd2c4d30c6e13b47
Daniel Rodriguez,73.0,74.0,Southpaw,,8a1f3b5c526cd6e6
Ray Rodriguez,67.0,70.0,Orthodox,,90e0985df05e51bc
Luis Rodriguez,66.0,65.0,Orthodox,1999-05-07,f2900678e98f6d6a
Drako Rodriguez,68.0,69.0,Orthodox,,dc3b9cf7641b7ab6
Victor Rodriguez,65.0,67.0,Switch,,f6e5972c9d16c40e
Piera Rodriguez,63.0,63.0,Orthodox,,e375cb5caf4717b6
Christian Rodriguez,67.0,71.0,Orthodox,,5ec591b78349ba7e
Pete Rodriguez,69.0,71.0,Switch,,776d4262c4da38bf
Nick Roehrick,74.0,,Orthodox,,7195e2a932686f82
Marcos Rogerio de Lima,73.0,75.0,Orthodox,,ab943cd2c3c17825
Brett Rogers,77.0,81.0,Orthodox,,9141bb39310773c7
Brian Rogers,71.0,,,,f304aff405c4a8fa
Pete Rogers Jr.,72.0,,,,36f3d235493d35ad
Max Rohskopf,73.0,71.0,Orthodox,,59a27d2e6d0802ac
Marcelo Rojo,68.0,71.0,Orthodox,,2804ce8dadab5770
Shane Roller,70.0,72.0,Orthodox,,75e0d3cc2262b732
Jared Rollins,69.0,,Orthodox,,c4b6099f0d25f75e
Tim Roman,73.0,,,,3b83fec860a45ca1
Alexandr Romanov,74.0,75.0,Southpaw,,c0badf3243907e59
Ricardo Romero,72.0,76.0,Orthodox,,744e098e065cfdbe
Yoel Romero,72.0,73.0,Southpaw,,f77c68bb4be8516d
Anthony Romero,71.0,70.0,Orthodox,,6f81399074fcdbba
Mara Romero Borella,66.0,69.0,Orthodox,,82cbb809d5ee565c
Juancamilo Ronderos,64.0,,,,4a043165cf47cab2
