event,outcome,weightclass,method,round,time,fight_id,fighter1,fighter2,date,L_f1,W_f1,fights_f1,L_f2,W_f2,fights_f2,fighter_x,height_x,reach_x,stance_x,dob_x,fighter_id_x,fighter_y,height_y,reach_y,stance_y,dob_y,fighter_id_y
UFC Fight Night: Dos Santos vs. Ivanov,1.0,wflw,dec_una,3,300,cda0d9b5ce9b9c12,Liz Carmouche,Jennifer Maia,2018-07-14,1.0,5.0,6.0,3.0,3.0,6.0,Liz Carmouche,66.0,66.0,Orthodox,,51a0c09cbe9b8472,Jennifer Maia,64.0,64.0,Orthodox,,8e1f36476ef02a6a
UFC Fight Night: Kattar vs. Chikadze,1.0,mw,dec_una,3,300,e8517ed0b49abc37,Jamie Pickett,Joseph Holmes,2022-01-15,0.0,2.0,2.0,1.0,0.0,1.0,Jamie Pickett,74.0,80.0,Orthodox,,830f60497fab345a,Joseph Holmes,76.0,80.0,Orthodox,,8d20d76af3f213ce
UFC Fight Night: Kattar vs. Chikadze,1.0,ww,dec_una,3,300,3738135e4c9d8273,Court McGee,Ramiz Brahimaj,2022-01-15,9.0,8.0,17.0,2.0,1.0,3.0,Court McGee,71.0,75.0,Orthodox,,523fa774700d7d3f,Ramiz Brahimaj,70.0,72.0,Orthodox,,3d074044a33825e7
UFC Fight Night: Cannonier vs. Gastelum,0.0,ww,sub,1,153,47a157222b2c9092,Sasha Palatnikov,Ramiz Brahimaj,2021-08-21,1.0,0.0,1.0,2.0,1.0,3.0,Sasha Palatnikov,73.0,72.0,Switch,,a6c20202c701e5ca,Ramiz Brahimaj,70.0,72.0,Orthodox,,3d074044a33825e7
UFC Fight Night: Santos vs. Teixeira,1.0,ww,ko_tko,3,123,55019da3a4bd5d54,Max Griffin,Ramiz Brahimaj,2020-11-07,2.0,2.0,4.0,2.0,1.0,3.0,Max Griffin,71.0,76.0,Orthodox,,b0d6a1d8ac3d563d,Ramiz Brahimaj,70.0,72.0,Orthodox,,3d074044a33825e7
UFC Fight Night: Lewis vs. Daukaus,1.0,ftw,ko_tko,1,132,2a5484a6d5e7a2da,Cub Swanson,Darren Elkins,2021-12-18,6.0,13.0,19.0,3.0,7.0,10.0,Cub Swanson,68.0,70.0,Orthodox,,d247691a6c0e9034,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC Fight Night: Magny vs. Ponzinibbio,1.0,ftw,ko_tko,3,249,f9ab603b763998f7,Ricardo Lamas,Darren Elkins,2018-11-17,3.0,8.0,11.0,3.0,7.0,10.0,Ricardo Lamas,68.0,71.0,Orthodox,1982-05-21,3974fa35c917af1d,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC Fight Night: Weidman vs. Gastelum,0.0,ftw,dec_spl,3,300,8028d5de087755dc,Dennis Bermudez,Darren Elkins,2017-07-22,5.0,9.0,14.0,3.0,7.0,10.0,Dennis Bermudez,66.0,66.0,Orthodox,,6f242453c91a5af0,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC 209: Woodley vs. Thompson 2,0.0,ftw,ko_tko,3,199,3b536afcc9098925,Mirsad Bektic,Darren Elkins,2017-03-04,3.0,4.0,7.0,3.0,7.0,10.0,Mirsad Bektic,68.0,70.0,Orthodox,,cbd3e590a85b18c5,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC on FOX: Henderson vs Melendez,1.0,ftw,ko_tko,1,68,d13ea6559225991f,Chad Mendes,Darren Elkins,2013-04-20,1.0,8.0,9.0,3.0,7.0,10.0,Chad Mendes,66.0,66.0,Orthodox,1985-05-01,b5b684eac99ae0a3,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC 158: St-Pierre vs Diaz,0.0,ftw,ko_tko,1,186,7b9de06ef8c09ba6,Antonio Carvalho,Darren Elkins,2013-03-16,1.0,2.0,3.0,3.0,7.0,10.0,Antonio Carvalho,69.0,70.0,Orthodox,1979-05-30,fef3d17e27e916e7,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC 154: St-Pierre vs Condit,0.0,ftw,dec_una,3,300,e843a7a6f49db3bb,Steven Siler,Darren Elkins,2012-11-17,2.0,3.0,5.0,3.0,7.0,10.0,Steven Siler,71.0,70.0,Orthodox,,d188a3b817860ec6,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC 146: Dos Santos vs Mir,0.0,ftw,dec_una,3,300,b187bdcc2ceba00f,Diego Brandao,Darren Elkins,2012-05-26,2.0,4.0,6.0,3.0,7.0,10.0,Diego Brandao,67.0,64.0,Orthodox,1987-05-27,c2e3e67b5911bfb7,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC 136: Edgar vs Maynard 3,0.0,ftw,dec_una,3,300,a730a20ab0c61499,Zhang Tiequan,Darren Elkins,2011-10-08,3.0,1.0,4.0,3.0,7.0,10.0,Zhang Tiequan,68.0,69.0,Orthodox,,c23e3d4875340d8d,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC Live: Vera vs Jones,0.0,lw,ko_tko,1,44,f63a647b74359194,Duane Ludwig,Darren Elkins,2010-03-21,2.0,1.0,3.0,3.0,7.0,10.0,Duane Ludwig,70.0,70.0,Orthodox,,84ac950d4c1722dd,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871
UFC Fight Night: Lewis vs. Daukaus,1.0,ftw,dec_una,3,300,b4f88d65b47c2a39,Charles Jourdain,Andre Ewell,2021-12-18,2.0,2.0,4.0,4.0,1.0,5.0,Charles Jourdain,69.0,69.0,Switch,,f1d64ae34e088832,Andre Ewell,68.0,75.0,Southpaw,,5f6f049d54728e88
UFC Fight Night: Sandhagen vs. Dillashaw,1.0,bw,ko_tko,2,225,cade0268dec56f3d,Julio Arce,Andre Ewell,2021-07-24,3.0,4.0,7.0,4.0,1.0,5.0,Julio Arce,67.0,70.0,Southpaw,,1291edf2d566a71a,Andre Ewell,68.0,75.0,Southpaw,,5f6f049d54728e88
UFC Fight Night: Joanna vs. Waterson,1.0,bw,ko_tko,3,197,70f01e9ff0b4e519,Marlon Vera,Andre Ewell,2019-10-12,1.0,9.0,10.0,4.0,1.0,5.0,Marlon Vera,68.0,70.0,Switch,,7c7332319c14094c,Andre Ewell,68.0,75.0,Southpaw,,5f6f049d54728e88
UFC 232: Jones vs. Gustafsson 2,1.0,bw,sub,3,252,61bf6748cf85eb84,Nathaniel Wood,Andre Ewell,2018-12-29,0.0,5.0,5.0,4.0,1.0,5.0,Nathaniel Wood,66.0,69.0,Orthodox,1993-05-08,329e403448756217,Andre Ewell,68.0,75.0,Southpaw,,5f6f049d54728e88
UFC Fight Night: Marreta vs. Anders,0.0,bw,dec_spl,3,300,f4187c30c311eb93,Renan Barao,Andre Ewell,2018-09-22,,,,4.0,1.0,5.0,Renan Barao,66.0,70.0,Orthodox,,2c99576fefe53c7c,Andre Ewell,68.0,75.0,Southpaw,,5f6f049d54728e88
UFC Fight Night: Lewis vs. Daukaus,1.0,hw,ko_tko,3,206,a760d0f5de2e1aaa,Don'Tale Mayes,Josh Parisian,2021-12-18,1.0,2.0,3.0,1.0,0.0,1.0,Don'Tale Mayes,78.0,81.0,Orthodox,,1a9480fc288e55d7,Josh Parisian,76.0,79.0,Orthodox,,b5da8f7d05e85a55
UFC Fight Night: Lewis vs. Daukaus,1.0,lw,sub,2,125,ea76a3af8c5ecc55,Jordan Leavitt,Matt Sayles,2021-12-18,0.0,3.0,3.0,2.0,1.0,3.0,Jordan Leavitt,69.0,71.0,Southpaw,,ac026518a9b4dc0f,Matt Sayles,67.0,68.0,Orthodox,,5b8ba8f5512893b1
UFC Fight Night: Overeem vs. Rozenstruik,1.0,ftw,sub,1,260,fa3f04be9344804b,Bryce Mitchell,Matt Sayles,2019-12-07,1.0,5.0,6.0,2.0,1.0,3.0,Bryce Mitchell,70.0,70.0,Southpaw,,d9c6f19f958643e9,Matt Sayles,67.0,68.0,Orthodox,,5b8ba8f5512893b1
UFC Fight Night: Iaquinta vs. Cowboy,0.0,ftw,sub,3,196,a3731057c8775716,Kyle Nelson,Matt Sayles,2019-05-04,1.0,1.0,2.0,2.0,1.0,3.0,Kyle Nelson,71.0,71.0,Switch,,31f8081c7600da93,Matt Sayles,67.0,68.0,Orthodox,,5b8ba8f5512893b1
UFC 269: Oliveira vs. Poirier,1.0,flw,ko_tko,1,201,795aa42785a46643,Kai Kara-France,Cody Garbrandt,2021-12-11,2.0,4.0,6.0,2.0,3.0,5.0,Kai Kara-France,64.0,69.0,Orthodox,,853eb0dd5c0e2149,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994
UFC Fight Night: Font vs. Garbrandt,1.0,bw,dec_una,5,300,d16f7ab4e28171ea,Rob Font,Cody Garbrandt,2021-05-22,3.0,7.0,10.0,2.0,3.0,5.0,Rob Font,68.0,71.0,Orthodox,,05339613bf8e9808,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994
UFC 250: Nunes vs. Spencer,0.0,bw,ko_tko,2,299,0ddf834a47533d15,Raphael Assuncao,Cody Garbrandt,2020-06-06,5.0,12.0,17.0,2.0,3.0,5.0,Raphael Assuncao,65.0,66.0,Orthodox,,2f13e4020cea5b38,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994
UFC Fight Night: Almeida vs Garbrandt,0.0,bw,ko_tko,1,173,8d9b460143ae19bc,Thomas Almeida,Cody Garbrandt,2016-05-29,3.0,3.0,6.0,2.0,3.0,5.0,Thomas Almeida,67.0,70.0,Southpaw,,2b074403b7c6cdb4,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994
UFC 182: Jones vs Cormier,0.0,bw,ko_tko,3,290,22e7485bceb841af,Marcus Brimage,Cody Garbrandt,2015-01-03,4.0,2.0,6.0,2.0,3.0,5.0,Marcus Brimage,64.0,71.0,Southpaw,,81801f57bd0a7c41,Cody Garbrandt,68.0,65.0,Orthodox,,d8c7c61b176e3994
UFC 269: Oliveira vs. Poirier,1.0,ftw,dec_una,3,300,537a5aa4c248830e,Ryan Hall,Darrick Minner,2021-12-11,1.0,1.0,2.0,3.0,1.0,4.0,Ryan Hall,70.0,70.0,Southpaw,,8866c6f509c19089,Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
UFC Fight Night: Sandhagen vs. Dillashaw,1.0,ftw,ko_tko,2,228,1bde9cb65d31cc76,Darren Elkins,Darrick Minner,2021-07-24,7.0,11.0,18.0,3.0,1.0,4.0,Darren Elkins,70.0,71.0,Orthodox,1984-05-16,92a9aa9c93192871,Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
UFC Fight Night: Blaydes vs. Lewis,0.0,ftw,dec_una,3,300,82243207b4dfce87,Charles Rosa,Darrick Minner,2021-02-20,2.0,5.0,7.0,3.0,1.0,4.0,Charles Rosa,69.0,69.0,Switch,,40093d1d2d78394e,Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
UFC Fight Night: Benavidez vs. Figueiredo,1.0,ftw,sub,2,98,eba6055d217d5b99,Grant Dawson,Darrick Minner,2020-02-29,1.0,3.0,4.0,3.0,1.0,4.0,Grant Dawson,70.0,72.0,Switch,,99bd51917728c25d,Darrick Minner,67.0,69.0,Orthodox,,34e516ab361afb1c
UFC Fight Night: Font vs. Aldo,0.0,bw,dec_una,5,300,3109d1151f149aaf,Rob Font,Jose Aldo,2021-12-04,3.0,7.0,10.0,1.0,1.0,2.0,Rob Font,68.0,71.0,Orthodox,,05339613bf8e9808,Jose Aldo,67.0,70.0,Orthodox,,d0f3959b4a9747e6
UFC 245: Usman vs. Covington,1.0,bw,dec_spl,3,300,b5ec939fd1edf048,Marlon Moraes,Jose Aldo,2019-12-14,4.0,2.0,6.0,1.0,1.0,2.0,Marlon Moraes,66.0,67.0,Orthodox,,fea79f9bc8c68769,Jose Aldo,67.0,70.0,Orthodox,,d0f3959b4a9747e6
UFC Fight Night: Font vs. Aldo,1.0,lw,sub,2,81,5d64044b985004e7,Clay Guida,Leonardo Santos,2021-12-04,9.0,10.0,19.0,1.0,1.0,2.0,Clay Guida,67.0,70.0,Orthodox,,c47df9303d318c67,Leonardo Santos,72.0,75.0,Orthodox,,9c65736747ca92ec
UFC Fight Night: Gustafsson vs. Smith,0.0,lw,ko_tko,1,137,e1bd72aba46f46a1,Stevie Ray,Leonardo Santos,2019-06-01,3.0,3.0,6.0,1.0,1.0,2.0,Stevie Ray,70.0,70.0,Southpaw,,31a13532e724ca2b,Leonardo Santos,72.0,75.0,Orthodox,,9c65736747ca92ec
UFC Fight Night: Font vs. Aldo,1.0,ww,dec_una,3,300,657b7da9c89352fe,Alex Morono,Mickey Gall,2021-12-04,2.0,5.0,7.0,4.0,2.0,6.0,Alex Morono,71.0,72.0,Orthodox,,cdb96af67d096b1e,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC Fight Night: Poirier vs. Hooker,1.0,ww,dec_una,3,300,f2d9814936a6eb35,Mike Perry,Mickey Gall,2020-06-27,3.0,2.0,5.0,4.0,2.0,6.0,Mike Perry,70.0,71.0,Orthodox,,f2b6fdb20675b11c,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC 235: Jones vs. Smith,1.0,ww,ko_tko,2,253,e3826e06d68ed4af,Diego Sanchez,Mickey Gall,2019-03-02,6.0,8.0,14.0,4.0,2.0,6.0,Diego Sanchez,70.0,72.0,Southpaw,,82e7929bf6c2b689,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC 217: Bisping vs. St-Pierre,1.0,ww,dec_una,3,300,e686df21c24c6c03,Randy Brown,Mickey Gall,2017-11-04,3.0,7.0,10.0,4.0,2.0,6.0,Randy Brown,75.0,78.0,Orthodox,,c6aee362c7a7d482,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC on FOX: VanZant vs. Waterson,0.0,ww,sub,2,100,23bc29f1b6baacad,Sage Northcutt,Mickey Gall,2016-12-17,2.0,5.0,7.0,4.0,2.0,6.0,Sage Northcutt,72.0,71.0,Orthodox,,ed9d8ee3a4239b1c,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC 203: Miocic vs. Overeem,0.0,ww,sub,1,134,26e6a2705a1e9e72,CM Punk,Mickey Gall,2016-09-10,1.0,0.0,1.0,4.0,2.0,6.0,CM Punk,73.0,73.0,Orthodox,,a8c9d16fe2a14d72,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158
UFC Fight Night: Font vs. Aldo,1.0,wsw,dec_una,3,300,3fc8afbb23b9ac16,Cheyanne Vlismas,Mallory Martin,2021-12-04,2.0,2.0,4.0,3.0,0.0,3.0,Cheyanne Vlismas,63.0,63.0,Switch,,4959f10a62f3fec3,Mallory Martin,64.0,63.0,Orthodox,,19b7738321cfae42
UFC 258: Usman vs. Burns,1.0,wsw,sub,1,198,17616514e8fdacb9,Polyana Viana,Mallory Martin,2021-02-13,4.0,3.0,7.0,3.0,0.0,3.0,Polyana Viana,65.0,67.0,Orthodox,,9673a497a9da119a,Mallory Martin,64.0,63.0,Orthodox,,19b7738321cfae42
UFC Fight Night: Overeem vs. Rozenstruik,1.0,wsw,sub,2,76,652a956adab8ad0e,Virna Jandiroba,Mallory Martin,2019-12-07,0.0,2.0,2.0,3.0,0.0,3.0,Virna Jandiroba,63.0,64.0,Orthodox,1988-05-30,7dda2cf308f24a02,Mallory Martin,64.0,63.0,Orthodox,,19b7738321cfae42
UFC Fight Night: Font vs. Aldo,1.0,lw,sub,3,205,c74b03337a8441ed,Claudio Puelles,Chris Gruetzemacher,2021-12-04,0.0,4.0,4.0,2.0,1.0,3.0,Claudio Puelles,70.0,72.0,Southpaw,,d747eb273a40a920,Chris Gruetzemacher,68.0,68.0,Orthodox,,feaf00f3373435d6
UFC 223: Khabib vs. Iaquinta,0.0,lw,ko_tko,2,300,bab65d16fa74fc5b,Joe Lauzon,Chris Gruetzemacher,2018-04-07,7.0,8.0,15.0,2.0,1.0,3.0,Joe Lauzon,70.0,71.0,Orthodox,1984-05-22,3bad7ef643840f67,Chris Gruetzemacher,68.0,68.0,Orthodox,,feaf00f3373435d6
UFC Fight Night: Bermudez vs. The Korean Zombie,1.0,ftw,sub,2,121,478221ad98336565,Chas Skelly,Chris Gruetzemacher,2017-02-04,1.0,6.0,7.0,2.0,1.0,3.0,Chas Skelly,71.0,72.0,Orthodox,1985-05-11,4bd6b4800070b069,Chris Gruetzemacher,68.0,68.0,Orthodox,,feaf00f3373435d6
UFC Fight Night: Vieira vs. Tate,0.0,wflw,sub,1,289,bb15c0a2911043bd,Joanne Wood,Taila Santos,2021-11-20,5.0,6.0,11.0,1.0,4.0,5.0,Joanne Wood,66.0,65.0,Orthodox,,12f91bfa8f1f723b,Taila Santos,66.0,68.0,Orthodox,,f7467152fd9f18a2
UFC 266: Volkanovski vs. Ortega,0.0,wflw,dec_una,3,300,e7bb37681652c2c2,Roxanne Modafferi,Taila Santos,2021-09-25,6.0,4.0,10.0,1.0,4.0,5.0,Roxanne Modafferi,67.0,69.0,Orthodox,,4498b382c65a7faa,Taila Santos,66.0,68.0,Orthodox,,f7467152fd9f18a2
UFC Fight Night: Thompson vs. Neal,0.0,wflw,dec_una,3,300,f2fb049980631302,Gillian Robertson,Taila Santos,2020-12-19,2.0,7.0,9.0,1.0,4.0,5.0,Gillian Robertson,65.0,63.0,Orthodox,1995-05-17,38c7f72747f4f712,Taila Santos,66.0,68.0,Orthodox,,f7467152fd9f18a2
UFC Fight Night: Kattar vs. Ige,0.0,wflw,dec_una,3,300,15def71ff1679e06,Molly McCann,Taila Santos,2020-07-15,3.0,6.0,9.0,1.0,4.0,5.0,Molly McCann,64.0,62.0,Orthodox,1990-05-04,51018a31ddf31eb2,Taila Santos,66.0,68.0,Orthodox,,f7467152fd9f18a2
UFC Fight Night: Assuncao vs. Moraes 2,1.0,wflw,dec_spl,3,300,904e0e46392dff93,Mara Romero Borella,Taila Santos,2019-02-02,0.0,2.0,2.0,1.0,4.0,5.0,Mara Romero Borella,66.0,69.0,Orthodox,,82cbb809d5ee565c,Taila Santos,66.0,68.0,Orthodox,,f7467152fd9f18a2
UFC Fight Night: Vieira vs. Tate,1.0,bw,dec_una,3,300,1cd8f5a107f64e39,Rani Yahya,Kyung Ho Kang,2021-11-20,4.0,10.0,14.0,3.0,2.0,5.0,Rani Yahya,66.0,67.0,Orthodox,,94527830000ab715,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
UFC 234: Adesanya vs. Silva,0.0,bw,sub,1,239,b247a1900cfae052,Teruto Ishihara,Kyung Ho Kang,2019-02-09,3.0,2.0,5.0,3.0,2.0,5.0,Teruto Ishihara,67.0,69.0,Southpaw,,88cd34d836b4ebcd,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
UFC 227: Dillashaw vs. Garbrandt 2,1.0,bw,dec_spl,3,300,65223fa6055df489,Ricardo Ramos,Kyung Ho Kang,2018-08-04,4.0,6.0,10.0,3.0,2.0,5.0,Ricardo Ramos,69.0,72.0,Orthodox,,1ae8f3c723aacff4,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
UFC Fight Night: Hunt vs Nelson,0.0,bw,dec_spl,3,300,a4398b9257a93d78,Michinori Tanaka,Kyung Ho Kang,2014-09-20,1.0,0.0,1.0,3.0,2.0,5.0,Michinori Tanaka,65.0,67.0,Orthodox,,64788ee44b062ded,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
UFC 164: Henderson vs Pettis 2,1.0,bw,dec_una,3,300,6ce1b33bccdfa676,Chico Camus,Kyung Ho Kang,2013-08-31,1.0,1.0,2.0,3.0,2.0,5.0,Chico Camus,66.0,66.0,Orthodox,,32be4b7f7de1c905,Kyung Ho Kang,69.0,73.0,Orthodox,,a7897d200692ab64
UFC Fight Night: Vieira vs. Tate,1.0,lw,dec_una,3,300,fd60e75303622e5e,Rafa Garcia,Natan Levy,2021-11-20,0.0,3.0,3.0,1.0,0.0,1.0,Rafa Garcia,67.0,70.0,Orthodox,,e132d47bd9efbbe0,Natan Levy,69.0,71.0,Southpaw,,a29db9cd4f9ccea5
UFC Fight Night: Vieira vs. Tate,1.0,ftw,dec_una,3,300,1ff89e2a9cc2f2d2,Shayilan Nuerdanbieke,Sean Soriano,2021-11-20,1.0,2.0,3.0,4.0,0.0,4.0,Shayilan Nuerdanbieke,68.0,69.0,Orthodox,1994-05-04,0a73acff6325c1e2,Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
UFC 262: Oliveira vs. Chandler,1.0,lw,sub,2,59,de332779baa1b103,Christos Giagos,Sean Soriano,2021-05-15,1.0,1.0,2.0,4.0,0.0,4.0,Christos Giagos,70.0,71.0,Orthodox,,de45aaae23dfa392,Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
UFC Fight Night: McGregor vs Siver,1.0,ftw,sub,3,283,85e57ad2b3831621,Charles Rosa,Sean Soriano,2015-01-18,2.0,5.0,7.0,4.0,0.0,4.0,Charles Rosa,69.0,69.0,Switch,,40093d1d2d78394e,Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
UFC Fight Night: Saffiedine vs Lim,1.0,ftw,sub,2,50,07d1d120dab41893,Tatsuya Kawajiri,Sean Soriano,2014-01-04,0.0,2.0,2.0,4.0,0.0,4.0,Tatsuya Kawajiri,67.0,69.0,Orthodox,1978-05-08,80d918336163b80c,Sean Soriano,69.0,70.0,Orthodox,,bd5403efbaa445c0
UFC Fight Night: Holloway vs. Rodriguez,1.0,bw,ko_tko,2,95,73c97d5c314f1270,Song Yadong,Julio Arce,2021-11-13,1.0,7.0,8.0,1.0,1.0,2.0,Song Yadong,68.0,67.0,Orthodox,,efb96bf3e9ada36f,Julio Arce,67.0,70.0,Southpaw,,1291edf2d566a71a
UFC 220: Miocic vs. Ngannou,0.0,ftw,dec_una,3,300,50385add37239184,Dan Ige,Julio Arce,2018-01-20,2.0,6.0,8.0,1.0,1.0,2.0,Dan Ige,67.0,71.0,Orthodox,,82a5152216251682,Julio Arce,67.0,70.0,Southpaw,,1291edf2d566a71a
UFC Fight Night: Holloway vs. Rodriguez,1.0,ftw,ko_tko,1,270,a27a355f52883f3e,Sean Woodson,Collin Anglin,2021-11-13,0.0,3.0,3.0,1.0,0.0,1.0,Sean Woodson,74.0,78.0,Orthodox,,4682bc59d5f55145,Collin Anglin,69.0,71.0,Orthodox,,047a91d3d9c79b05
UFC Fight Night: Holloway vs. Rodriguez,1.0,wflw,dec_una,3,300,66eee2320e900a8a,Cortney Casey,Liana Jojua,2021-11-13,3.0,4.0,7.0,1.0,1.0,2.0,Cortney Casey,67.0,67.0,Orthodox,1987-05-05,5f179af5fffeb9f6,Liana Jojua,64.0,62.0,Orthodox,,eebc23626e38f5dc
UFC Fight Night: Kattar vs. Ige,0.0,wflw,sub,1,163,dccea04cc3567955,Diana Belbita,Liana Jojua,2020-07-15,2.0,2.0,4.0,1.0,1.0,2.0,Diana Belbita,67.0,68.0,Orthodox,,d7e40dca3ae125be,Liana Jojua,64.0,62.0,Orthodox,,eebc23626e38f5dc
UFC Fight Night: Holloway vs. Rodriguez,0.0,lhw,ko_tko,1,184,81bb4d9b214adf4b,Kennedy Nzechukwu,Da-Un Jung,2021-11-13,2.0,5.0,7.0,0.0,1.0,1.0,Kennedy Nzechukwu,77.0,83.0,Southpaw,,8667caa0451d245b,Da-Un Jung,76.0,78.0,Orthodox,,74f9448b97bf8bec
UFC 268: Usman vs. Covington 2,1.0,ww,ko_tko,1,299,733dcfec0cc9b439,Ian Garry,Jordan Williams,2021-11-06,0.0,4.0,4.0,2.0,0.0,2.0,Ian Garry,75.0,74.0,Orthodox,,442c9011034ae1fd,Jordan Williams,73.0,75.0,Southpaw,,e26bd53b751d61d9
UFC Fight Night: Sandhagen vs. Dillashaw,1.0,ww,sub,1,177,1be65a0d2c1383f6,Mickey Gall,Jordan Williams,2021-07-24,1.0,4.0,5.0,2.0,0.0,2.0,Mickey Gall,74.0,74.0,Switch,,9e50097a89442158,Jordan Williams,73.0,75.0,Southpaw,,e26bd53b751d61d9
UFC 268: Usman vs. Covington 2,1.0,lhw,dec_una,3,300,88cc78d2d5d6bcaa,Dustin Jacoby,John Allan,2021-11-06,3.0,7.0,10.0,2.0,0.0,2.0,Dustin Jacoby,75.0,76.0,Orthodox,,e4277e87a789d687,John Allan,73.0,75.0,Orthodox,,6ebe96a116e79e52
UFC Fight Night: Hermansson vs. Vettori,1.0,lhw,dec_spl,3,300,4478ee77a647ae9d,Roman Dolidze,John Allan,2020-12-05,1.0,4.0,5.0,2.0,0.0,2.0,Roman Dolidze,74.0,76.0,Orthodox,,327d5f279895110d,John Allan,73.0,75.0,Orthodox,,6ebe96a116e79e52
UFC 268: Usman vs. Covington 2,0.0,flw,dec_una,3,300,8081cb92f71401c6,CJ Vergara,Ode Osbourne,2021-11-06,1.0,2.0,3.0,2.0,1.0,3.0,CJ Vergara,66.0,68.0,Orthodox,,077e3ace32b72be9,Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121
UFC 265: Lewis vs. Gane,1.0,flw,ko_tko,1,284,85c5dd604d5b3634,Manel Kape,Ode Osbourne,2021-08-07,1.0,3.0,4.0,2.0,1.0,3.0,Manel Kape,65.0,68.0,Southpaw,,5d1b7e3dd9e11074,Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121
UFC 246: McGregor vs. Cowboy,1.0,bw,sub,1,169,4eff0432bd364a23,Brian Kelleher,Ode Osbourne,2020-01-18,4.0,4.0,8.0,2.0,1.0,3.0,Brian Kelleher,66.0,66.0,Switch,,7be14eaed4c74856,Ode Osbourne,67.0,73.0,Southpaw,,6d68c1afe954f121
UFC 267: Blachowicz vs. Teixeira,0.0,ftw,dec_una,3,300,41cdfea7df63003f,Ricardo Ramos,Zubaira Tukhugov,2021-10-30,4.0,6.0,10.0,2.0,3.0,5.0,Ricardo Ramos,69.0,72.0,Orthodox,,1ae8f3c723aacff4,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
UFC 253: Adesanya vs. Costa,1.0,ftw,dec_spl,3,300,5a00c73efbcf323e,Hakeem Dawodu,Zubaira Tukhugov,2020-09-26,1.0,5.0,6.0,2.0,3.0,5.0,Hakeem Dawodu,68.0,73.0,Orthodox,,2c9d00968f818270,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
UFC Fight Night: Felder vs. Hooker,0.0,ftw,ko_tko,1,201,f882cf76a8bce308,Kevin Aguilar,Zubaira Tukhugov,2020-02-22,2.0,0.0,2.0,2.0,3.0,5.0,Kevin Aguilar,67.0,73.0,Orthodox,,cf946e03ba2e7666,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
UFC 198: Werdum vs Miocic,1.0,ftw,dec_spl,3,300,958f3b45c132c3b7,Renato Moicano,Zubaira Tukhugov,2016-05-14,2.0,5.0,7.0,2.0,3.0,5.0,Renato Moicano,71.0,72.0,Orthodox,1989-05-21,b6452706b373eea1,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
UFC Fight Night: Machida vs Mousasi,0.0,ftw,dec_una,3,300,816119e4d9d983b1,Douglas Silva de Andrade,Zubaira Tukhugov,2014-02-15,3.0,5.0,8.0,2.0,3.0,5.0,Douglas Silva de Andrade,67.0,68.0,Orthodox,,3a314d9fa7c6825d,Zubaira Tukhugov,68.0,68.0,Orthodox,,aceffa19749c4dc0
